id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms
BPN_0484,अथ पनसबीजगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,"वृष्य, बद्धविट्क, सृष्टमूत्र",,
BPN_0485,अथ पनसमज्जगुणानाह,,,,आम्रादिफलवर्गः,,"वृष्य, वात-पित्त-कफा-पह, गुल्मि-मन्दवह्निभिः वर्ज्य",,
BPN_0486,लकुचः,"लकुच, क्षुद्रपनस, लिकुच, डहु",,,आम्रादिफलवर्गः,,,,
BPN_0487,आमं,,,,आम्रादिफलवर्गः,"Rasa: मधुर, अम्ल | Guna: गुरु, उष्ण","विष्टम्भकृत्, दोषत्रितय-रक्तकृत्, शुक्रा-अग्निनाशन, नेत्रयोरहित",,
BPN_0488,सुपक्वं,,,,आम्रादिफलवर्गः,"Rasa: मधुर, अम्ल","अनिल-पित्तहृत्, कफ-वह्निकर, रुच्य, वृष्य, विष्टम्भक",,
BPN_0489,कदली,"कदली, वारणा, मोचा, अम्बुसारा, अंशुमतीफला ",,,आम्रादिफलवर्गः,,,,
BPN_0490,,,,,आम्रादिफलवर्गः,"Rasa: स्वादु | Guna: गुरु, स्निग्ध | Virya: शीत","विष्टम्भि, कफकृत्, पित्ता-अस्र-तृड्दाह-क्षत-क्षय-समीर-जित्",,
BPN_0491,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Virya: शीत | Vipaka: स्वादु,"वृष्य, बृंहण, क्षुत्तृष्णा-नेत्रगद-हृन्मेहघ्न, रुचि-मांसकृत्",,
BPN_0492,चिर्भिटम्,"चिर्भिट, धेनुदुग्ध, गोरक्षकर्कटी ",,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: रूक्ष, गुरु, उष्ण | Virya: शीत","पित्त-कफापह, ग्राहि, विष्टम्भि, पक्व, पित्तल",,
BPN_0493,नारिकेलः,"नारिकेल, दृढफल, लाङ्गली, कूर्चशीर्षक, तुङ्ग, स्कन्धफल, तृणराज, सदाफल  ",,,आम्रादिफलवर्गः,Virya: शीत,"दुर्जर, वस्तिशोधन, विष्टम्भि, बृंहण, बल्य, वात-पित्ता-अस्र-दाह-नुत्",,
BPN_0494,अथ कोमलजीर्णतत्फलयोर्गुणानाह,,,,आम्रादिफलवर्गः,Guna: गुरु,"पित्त-ज्वर-पित्तदोषापह, पित्तकारि, विदाहि, विष्टम्भि",,
BPN_0495,अथ नारिकेलजलगुणानाह,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: लघु | Virya: शीतल,"हृद्य, दीपन, शुक्रल, पिपासा-पित्तजित्, वस्तिशुद्धिकर",,
BPN_0496,अथ नारिकेलादीनां शिरोगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: कषाय, मधुर | Guna: गुरु, स्निग्ध",बृंहण,,
BPN_0497,कालिन्दम्,"कालिन्द, कृष्णबीज, कालिङ्ग, सुवर्त्तुल ",,,आम्रादिफलवर्गः,,,,
BPN_0498,,,,,आम्रादिफलवर्गः,Guna: गुरु | Virya: शीतल,"ग्राहि, दृक्-पित्त-शुक्रहृत्",,
BPN_0499,पक्वम्,,,,आम्रादिफलवर्गः,Virya: उष्ण,"सक्षार, पित्तल, कफ-वातजित्",,
BPN_0500,खर्बूजम्,"दशाङ्गुल, खर्बूजा ",,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध | Virya: शीत","मूत्रल, बल्य, कोष्ठशुद्धिकर, स्वादुतर, वृष्य, पित्ता-अनिलापह",,
BPN_0501,त्रपुसम्,"त्रपुस, कण्टकिफल, सुधावास, सुशीतल",,,आम्रादिफलवर्गः,,,,
BPN_0502,,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: लघु | Virya: शीत,"नील, नव, तृट्क्लम-दाहजित्, पित्तापह, रक्त-पित्तहर",,
BPN_0503,बीजम्,,,,आम्रादिफलवर्गः,Guna: रूक्ष | Virya: शीत,"मूत्रल, पित्ता-अस्र-कृच्छ्र-जित्",,
BPN_0504,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Virya: उष्ण,"पित्तल, कफ-वातनुत्",,
BPN_0505,गुवाकः,"घोरण्ट, पूगी, पूग, गुवाक, क्रमुक",,,आम्रादिफलवर्गः,"Rasa: कषाय | Guna: गुरु, रूक्ष | Virya: शीत","कफ-पित्तजित्, मोहन, दीपन, रुच्य-आस्यवैरस्यनाशन",,
BPN_0506,अथ आद्रस्विन्नतत्फलगुणानाह,,,,आम्रादिफलवर्गः,Guna: गुरु,"अभिष्यन्दि, वह्नि-दृष्टिहर, स्विन्न, दोषत्रयच्छेदि, दृढमध्य, उत्तम",,
BPN_0507,तालः,"ताल, लेख्यपत्र, तृणराज, महोन्नत  ",,,आम्रादिफलवर्गः,,,,
BPN_0508,,,,,आम्रादिफलवर्गः,,"पित्त-रक्त-श्लेष्म-विवर्द्धन, दुर्जर, बहुमूत्र, तन्द्राऽ-अभिष्यन्द-शुक्रद",,
BPN_0509,तरुणः,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: लघु,"मदकर, श्लेष्मल, वात-पित्तघ्न, सस्नेह, सर",,
BPN_0510,अथ तालरसः।  नवीनस्य प्राचीनस्य च नामानि गुणाँश्चाह,,,,आम्रादिफलवर्गः,,"मदकृत्, पित्तकृत्, वातदोषहृत्",,
BPN_0511,बिल्वः,"बिल्व, शाण्डिल्य, शैलूष, मालूर, ओफल , ",,,आम्रादिफलवर्गः,,"ग्राहिणी, कफ-वाता-आम-शूलघ्नी",,
BPN_0512,अन्यच्च,"बिल्वफल , बिल्वकर्कटी, बिल्वपेशिका ",,,आम्रादिफलवर्गः,"Rasa: कटु, कषाय, तिक्त | Guna: लघु, स्निग्ध | Virya: उष्ण","ग्राहि, दीपन, पाचन, वात-कफापह",,
BPN_0513,अथ पक्वतत्फलगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,"त्रिदोष, दुर्जर, पूतिमारुत, विदाहि, विष्टम्भकर, वह्निमान्द्यकृत्",,
BPN_0514,कपित्थः,"कपित्थ, दधित्थ, पुष्पफल, कपिप्रिय, दधिफल, दन्तशठ ",,,आम्रादिफलवर्गः,Rasa: कषाय | Guna: लघु,"संग्राहि, लेखन",,
BPN_0515,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: अम्ल, तुवर | Guna: गुरु","तृषा-हिक्का-शमन, वात-पित्तजित्, कण्ठशोधन, त्राहिदुर्जर",,
BPN_0516,नारङ्गः,"नारङ्ग, नागरङ्ग, त्वक्सुगन्ध, मुखप्रिय ",,,आम्रादिफलवर्गः,,,,
BPN_0517,,,,,आम्रादिफलवर्गः,"Rasa: मधुर, अम्ल","रोचन, वातनाशन",,
BPN_0518,अपरम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Virya: उष्ण,"दुर्जर, वातहृत्, सर",,
BPN_0519,तिन्दुकः,"तिन्दुक, स्फूर्जक, कालस्कन्ध, असितकारक",,,आम्रादिफलवर्गः,,,,
BPN_0520,,,,,आम्रादिफलवर्गः,Guna: लघु | Virya: शीतल,"ग्राहि, वातल",,
BPN_0521,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,पित्त-प्रमेहा-अस्र-श्लेष्मघ्न,,
BPN_0522,कुपीलुः,"तिन्दुक, जलद, दीर्घपत्रक, कुपीलु, कुलक, काकतिन्दुक, काकपीलुक, काकेन्दु, विषतिन्दु, मर्कटतिन्दुक ",,,आम्रादिफलवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीतल,"वातल, मदकृत्, व्यथाहर, ग्राहि, कफ-पित्ता-अस्रनाशन",,
BPN_0523,राजजम्बू,"फलेन्द्रा, नन्दी, राजजम्बू, महाफला, सुरभिपत्रा, महाजम्बू ",,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: गुरु,"विष्टम्भि, रोचन",,
BPN_0524,जलजंबुका,"क्षुद्रजम्बू, सूक्ष्मपत्रा, नादेयी, जलजम्बुका ",,,आम्रादिफलवर्गः,Guna: रूक्ष,"संग्राहिणी, कफ-पित्ता-अस्र-दाहजित्",,
BPN_0525,बदरी,"कर्कन्धू, बदरी, अजप्रिया कुहा, कोली, विषमा, उभयकण्टका ",,,आम्रादिफलवर्गः,,,,
BPN_0526,,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: लघु,"सम्पक्व, बृंहण, पित्त-दाहा-अस्र-क्षय-तृष्णा-निवारण",,
BPN_0527,,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु | Virya: शीत,"पच्यमान, भेदन, शुक्रल",,
BPN_0528,,,,,आम्रादिफलवर्गः,"Rasa: अम्ल, कषाय, मधुर",,,
BPN_0529,,,,,आम्रादिफलवर्गः,Guna: गुरु | Virya: उष्ण,"ग्राहि, रुच्य, वातहृत्, कफ-पित्तकर, सारक",,
BPN_0530,,,,,आम्रादिफलवर्गः,Rasa: तिक्त | Guna: लघु,"वात-पित्ता-पह, शुष्क, भेदी-अग्निकृत्, तृष्णाक्लमास्रजित्",,
BPN_0531,प्राचीनामलकम्,पनीयामलक ,,,आम्रादिफलवर्गः,,"दोषत्रयजित्, ज्वरघाति",,
BPN_0532,लवली,"सुगन्धमूला, लवली, पाण्डु, कोमलवल्कला ",,,आम्रादिफलवर्गः,"Rasa: स्वादु, अम्ल, तुवर | Guna: विशद, गुरु, रूक्ष","लवलीफल-अश्म-अर्शः-कफ-पित्तहर, रोचन",,
BPN_0533,"करमर्दः, करमर्दिका च","करमर्द, सुषेण, कृष्णपाकफल, करमर्दिका",,,आम्रादिफलवर्गः,,,,
BPN_0534,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"तृषाहर, रुचिकर, रक्त-पित्त-कफ-प्रद",,
BPN_0535,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: लघु,"रुच्य, पित्त-समीर-जित्",,
BPN_0536,प्रियालः,"प्रियाल, खरस्कन्ध, चार, बहुलवल्कल, राजादन, तापसेष्ट, सन्नकद्रु, धनुष्पट ",,,आम्रादिफलवर्गः,,,,
BPN_0537,,,,,आम्रादिफलवर्गः,,पित्त-कफा-अस्रघ्न,,
BPN_0538,तत्फलम्,,,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: गुरु, स्निग्ध","सर, मरुत्-पित्त-दाह-ज्वर-तृषा-ऽपह",,
BPN_0539,अथ तन्मज्जगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: स्निग्ध,"वृष्य, पित्ता-अनिलापह, हृद्य, अतिदुर्जर, विष्टम्भी, आमवर्द्धन",,
BPN_0540,राजादनः,"राजादन, फलाध्यक्ष, राजन्या, क्षीरिका ",,,आम्रादिफलवर्गः,"Guna: स्निग्ध, गुरु | Virya: शीत","वृष्य, बल्य, तृष्णा-मूर्च्छा-मद-भ्रान्ति-क्षय-दोषत्रया-अस्रजित्",,
BPN_0541,विकङ्कतः,"विकङ्कत, स्रवावृक्ष, ग्रन्थिल, स्वादुकण्टक, यज्ञवृक्ष, कण्टकी, व्याघ्रपाद्  ",,,आम्रादिफलवर्गः,Rasa: मधुर,सर्वदोषजित्,,
BPN_0542,पद्माक्षम्,"पद्मबीज, पद्माक्ष, गालोड्य, पद्मकर्कटी ",,,आम्रादिफलवर्गः,"Rasa: कषाय, तिक्त, स्वादु | Guna: , गुरु, रूक्ष | Virya: शीत","विष्टम्भ, वृष्य, गर्भसंस्थापक, कफ-वातकर, बल्य, ग्राहि, पित्ता-अस्र-दाहनुत्",,
BPN_0543,मखान्नम्,"मखान्न, पद्मबीजाभ, पानीयफल",,,आम्रादिफलवर्गः,,गुणेषु - पद्मबीजतुल्य,,
BPN_0544,शृङ्गाटकम्,"श्रुङ्गाटक, जलफल, त्रिकोणफल",,,आम्रादिफलवर्गः,"Rasa: स्वादु, कषाय | Guna: गुरु | Virya: शीत","वृष्य, , ग्राही, शुक्रा-अनिल-श्लेष्म-प्रद, पित्ता-अस्र-दाहनुत्",,
BPN_0545,कैरविणीफलम्,"कुमुद्वतीबीज, कैरविणीफल, कुमुदबीज ",,,आम्रादिफलवर्गः,"Guna: स्वादु, रूक्ष, गुरु | Virya: शीत",,,
BPN_0546,मधूकः,"मधूक, गुडपुष्प, मधुपुष्प, मधुस्रव, वानप्रस्थ, मधुष्ठील मधूलक ",,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु | Virya: शीतल,"बृंहण, बल-शुक्रकर, वात-पित्त-विनाशन",,
BPN_0547,फलम्,,,,आम्रादिफलवर्गः,"Rasa: स्वादु | Guna: गुरु, | Virya: शीत","वात-पित्तनुत्, अहृद्य, तृष्णाऽ-अस्र-दाह-श्वास-क्षत-क्षया-पह, शुक्रल",,
BPN_0548,परूषकम्,"परूषक, परुष, अल्पास्थि, परापर",,,आम्रादिफलवर्गः,"Rasa: कषाय, अम्ल | Guna: लघु",पित्तकर,,
BPN_0549,पक्वम्,,,,आम्रादिफलवर्गः,Virya: शीत | Vipaka: मधुर,"विष्टम्भि, बृंहण, हृद्य, पित्त-दाहा-अस्र-ज्वर-क्षय-समीरहृत्",,
BPN_0550,तूतः,"तूत, पूग, तूल, क्रमुक, ब्रह्मदारु",,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: गुरु | Virya: शीत,"पित्ता-अनिलापह,",,
BPN_0551,अपक्वम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"सर, रक्त-पित्तकृत्",,
BPN_0552,दाडिमः,"दाडिम, करक, दन्तबीज, लोहितपुष्पक ",,,आम्रादिफलवर्गः,,,,
BPN_0553,स्वादु,,,,आम्रादिफलवर्गः,"Rasa: कषाय | Guna: स्निग्ध, लघु","त्रिदोषघ्न, तृड्दाह-ज्वर-नाशन, हृत्-कण्ठ-मुख-गन्धघ्न, तर्पण, शुक्रल, ग्राहि, मेधा-बलावह",,
BPN_0554,स्वाद्वम्लं,,,,आम्रादिफलवर्गः,Guna: लघु,"दीपन, रुच्य, किञ्चित्-पित्तकर",,
BPN_0555,अम्लम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल,"पित्तजनक, वात-कफापह",,
BPN_0556,बहुवारः,"बहुवार, शीत, उद्दाल, बहुवारक, शेलु, श्लेष्मातक, पिच्छिल, भूतवृक्षक  ",,,आम्रादिफलवर्गः,"Rasa: मधुर, तुवर, तिक्त | Guna: रूक्ष","केश्य, कफ-पित्तहृत्, विष्टम्भि, पित्त-कफा-अस्रजित्, विष-स्फोट-व्रण-वीसर्प-कुष्ठ-नुत्",,
BPN_0557,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: स्निग्ध, गुरु | Virya: शीतल",श्लेष्मल,,
BPN_0558,कतकः,"पयःप्रसादी, कटक ",,,आम्रादिफलवर्गः,"Rasa: मधुर, तुवर | Guna: गुरु | Virya: शीत","नेत्र्य, जलनिर्मलताकर, वात-श्लेष्महर",,
BPN_0559,द्राक्षा,"द्राक्षा, स्वादुफला, मधुरसा, मृद्वीका, हारहूरा, गोस्तनी    ",,,आम्रादिफलवर्गः,,,,
BPN_0560,द्राक्षा पक्वा,,,,आम्रादिफलवर्गः,Rasa: तुवर | Guna: गुरु | Virya: शीत | Vipaka: स्वादु,"सर,चक्षुष्या, बृंहणी, स्वर्या, तुवरा, सृष्ट-मूत्रविट्, कोष्ठ-मारुत-कृत्, वृष्या, कफ-पुष्टि-रुचि-प्रदा, तृष्णा-ज्वर-श्वास-वात-वाता-अस्रकामलापह, कृच्छ्रा-अस्र-पित्त-संमोह-दाह-शोष-मदात्ययघ्न",,
BPN_0561,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु,"स्वल्पगुण, रक्त-पित्त-कृत्, वृष्या, गोस्तनी, गुरु, कफ-पित्तनुत्",,
BPN_0562,क्षुद्रखर्जूरी,"भूमिखर्जूरिका, स्वाद्वी, दुरारोहा, मृदुच्छदा, स्कन्धफला, काककर्कटी, स्वादुमस्तका  ",,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: स्निग्ध, गुरु | Virya: शीत | Vipaka: मधुर","रुचिकर, हृद्य, क्षतक्षयहर, तर्पण, रक्त-पित्तघ्न, पुष्टि-विष्टम्भ-शुक्रद, कोष्ठ-मारुत-हृत्, बल्य, वान्ति-वात-कफा-पह, ज्वरा-अतिसार-क्षुत्तृष्णा-कास-श्वास-निवारक, मद-मूर्च्छा-मरुत्-पित्त-मद्यो-द्भूतगदान्तकृत्",,
BPN_0563,अथ खर्जूरीतरुतोयगुणानाह,,,,आम्रादिफलवर्गः,,"मद-पित्तकर, वात-श्लेष्महर, रुच्य, दीपन, बल-शुक्र-कृत्",,
BPN_0564,पिण्डखर्जूरी,मृदुला सुलेमानी दलहीनफला ,,,आम्रादिफलवर्गः,,श्रम-भ्रान्ति-दाह-मूर्च्छाऽ-अस्र-पित्तहृत्,,
BPN_0565,वातादः,"वाताद, वातवैरी, नेत्रोपमफल ",,,आम्रादिफलवर्गः,"Guna: स्निग्ध, गुरु | Virya: उष्ण","वातघ्न, शुक्रकृत्",,
BPN_0566,वातादमज्जा,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: स्निग्ध | Virya: उष्ण,"वृष्य, पित्ता-निलापह, कफकृत्, रक्त-पित्त-विकार्यनिष्ट",,
BPN_0567,सेवम्,"मुष्टिप्रमाण, बदर मुष्टिप्रमाणबदर, सेव, सिवितिकाफल ",,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु | Virya: शीत | Vipaka: मधुर,"समीर-पित्तघ्न, बृंहण, कफकृत्, शिशिर, रुचि-शुक्र-कृत्",,
BPN_0568,अमृतफलम्,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: लघु,"वृष्य, त्रीदोषहृत्",,
BPN_0569,पीलुः,"पीलु, गुडफल, स्रंसी, शीतफल ",,,आम्रादिफलवर्गः,"Rasa: स्वादु, तिक्त | Virya: शीत","स्रंसी, शीतफल, श्लेष्म-समीरघ्न, पित्तल, भेद, गुल्मनुत्, त्रिदोषहृत्",,
BPN_0570,अक्षोटः,"शैलभवपीलु, अक्षोट, कर्पराल",,,आम्रादिफलवर्गः,,वातादसदृशः कफ-पित्तकृत्,,
BPN_0571,बीजपूरः,"बीजपूर, मातुलुङ्ग, रुचक, फलपूरक ",,,आम्रादिफलवर्गः,"Rasa: स्वादु, अम्ल | Guna: लघु","दीपन, रक्त-पित्तहर, कण्ठ-जिह्वा-हृदय-शोधन, श्वास-कासा-अरुचिहर, हृद्य, तृष्णाहर",,
BPN_0572,मधुकर्कटी,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: गुरु | Virya: शीतला,"रोचनी, रक्त-पित्त-क्षय-श्वास-कास-हिक्का-भ्रमापहा",,
BPN_0573,जम्बीरफलम्,"जम्बीर, दन्तशठ, जम्भ, जम्भीर, जम्भल ",,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"वात-श्लेष्म-विबन्धनुत्, शूल-कास-कफो-उत्क्लेश-च्छर्दि-तृष्णा-आमदोषजित्, आस्यवैरस्यहृत्-पीडा-वह्निमान्द्य-क्रिमीहर, तृष्णा-च्छर्दि-निवारिणी",,
BPN_0574,निम्बूकम्,"निम्बू, निम्बुक, निम्बूक ",,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: लघु,"वातल, दीपन, पाचन",,
BPN_0575,अन्यच्च,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: तीक्ष्ण,"कृमिसमूहनाशन –उदरग्रहापह, वात-पित्त-कफ-शूलिहित, कष्टनष्टरुचिरोचन, त्रिदोष-वह्निक्षय-वातरोग-पीडित -विशविह्वल - मन्दानल-बद्धगदप्रदान",,
BPN_0576,मिष्टनिम्बूकफलम्,मिष्टनिम्बू ,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: गुरु,"मारुत-पित्तनुत्, गलरोग-विषध्वंसि-कफोत्क्लेशि, रक्तहृत्, शोषा-अरुचि-तृषा-च्छर्दि-हर, बल्य, बृंहण",,
BPN_0577,कर्मरङ्गम्,"कर्मरङ्ग, शिराल  विशाल, बृहदम्ल, रुजाकर ",,,आम्रादिफलवर्गः,"Rasa: स्वादु, अम्ल | Virya: शीत","ग्राहि, कफ-वातहृत्",,
BPN_0578,आम्लिका,"आम्लिका, चुक्रिका, अम्ली, चुक्रा, दन्तशठा, अम्ला, चिञ्चिका, चिञ्चा, तिन्तिडीका, तिन्तिडी ",,,आम्रादिफलवर्गः,,,,
BPN_0579,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु,"वातहरी, पित्त-कफा-अस्रकृत्",,
BPN_0580,पक्वा,,,,आम्रादिफलवर्गः,Guna: रूक्ष | Virya: उष्ण,"दीपनी, सर, कफ-वातनुत्",,
BPN_0581,आम्लवेतसः,"अम्लवेतस, चुक्र, शतवेधि, सहस्रनुत् ",,,आम्रादिफलवर्गः,"Rasa: अम्ल | Guna: लघु, रूक्ष","भेदन, दीपन, हृद्रोग-शूल-गुल्मघ्न, पित्तल, लोमहर्षण, विण्मूत्रदोषघ्न, प्लीहोदावर्त्तनाशन, हिक्का-आनाह-अरुचि-श्वास-कासा-अजीर्ण-वमिप्रणुत्, कफवातामयध्वंसिच्छागमांसद्रवत्वकृत्, लोहसूचीद्रवत्वकृत्",,
BPN_0582,वृक्षाम्लकम्,"वृक्षाम्ल, तिन्तिडीक, चुक्र, अम्लवृक्षक",,,आम्रादिफलवर्गः,,,,
BPN_0583,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Virya: उष्ण,"वातघ्न, कफ-पित्तल",,
BPN_0584,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: कटु, तुवर, अम्ल | Guna: गुरु, लघु, रूक्ष | Virya: उष्ण","संग्राहि, रोचन, दीपन, कफवातकृत्, तृष्णा-अर्शोग्रहणी-गुल्म-शूल-हृद्रोग-जन्तुजित्",,
BPN_0585,चतुरम्लम्,"अम्लवेतस, व्रुक्षाम्ल बृहज्जम्बीर निम्बुक ",,,आम्रादिफलवर्गः,,,,
BPN_0586,पञ्चाम्लम्,"अम्लवेतस, व्रुक्षाम्ल बृहज्जम्बीर निम्बुक, बीजपूर  ",,,आम्रादिफलवर्गः,,,,
BPN_0588,सुवर्ण,"स्वर्ण, सुवर्ण, कनक, हिरण्य, हेम, हाटक, तपनीय, गाङ्गेय, कलधौत, काजन चामीकर, शातकुम्भ, कार्त्तस्वर, जाम्बूनद, जातरूप तथा महारजत",,,आम्रादिफलवर्गः,,,,
BPN_0589,अथ उत्तमसुवर्णलक्षणमाह,,,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध, कोमल","दाहरक्त, छेदसित, निकषकुङ्कुमप्रभ, तारशुल्बोज्झित",,
BPN_0590,अथ निकृष्टसुवर्णलक्षणमाह,,,,आम्रादिफलवर्गः,"Guna: रूक्ष, लघु","श्वेत, कठिन, विवर्ण, समल, दल, दाहछेदासितश्वेत, कषत्याज्य, स्फुट",,
BPN_0591,अथ सम्यक् मारितसुवर्णगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: तिक्त, तुवर, स्वादु, पिच्छिल | Guna: गुरु | Virya: शीतल | Vipaka: स्वादु","वृष्य, बल्य, रसायन, पवित्र, बृंहण, नेत्र्य, मेधा-स्मृति-मतिप्रद, हृद्य, आयुष्कर, कान्ति-वाग्विशुद्धि-स्थिरत्वकृत्, विषद्वय-क्षय-उन्माद-त्रिदोष-ज्वर-शोषजित्",,
BPN_0592,अथ असम्यक् मारितसुवर्णदोषानाह,,,,आम्रादिफलवर्गः,,"बलस-वीर्यहर, नररोग-व्रजपोषक, असौख्यकृत्, सदा सुवर्णमशुद्धमेतन्मरणप्रद, असम्यङ्मारितं बल-वीर्य्य-नाशक,  रोग-मृत्यु-प्रदायक",,
BPN_0594,अथ उत्तमाधमयोः रूप्ययोर्लक्षणान्याह,,,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध, रूक्ष, लघु, मृदु","मृदु, श्वेत, दाहछेदघनक्षम, वर्णाढ्य, चन्द्रवत्स्वच्छ, रूप्य, नवगुण, शुभ, कठिन, कृत्रिम, रक्त, पीतदल, दाहच्छेदघननष्टरूप्य",,
BPN_0595,सम्यक्मारितरूप्य,,,,आम्रादिफलवर्गः,"Rasa: कषाय, अम्ल, स्वादु | Guna: स्निग्ध | Virya: शीत | Vipaka: स्वादु","रूप्य, सर, वयसःस्थापन, लेखन, वात-पित्तजित्, प्रमेहादिक-रोगानाशक",,
BPN_0596,असम्यक्मारितरूप्य,,,,आम्रादिफलवर्गः,,"तापकर, विध्वंसक, शुक्रनाश, वीर्यबलह, तनुपुष्टिहर, महागदापोषक",,
BPN_0597,अथ ताम्रम्।  तस्योत्पत्तिमाह,,,,आम्रादिफलवर्गः,Guna: स्निग्ध,"जपाकुसुमसङ्काश, मृदु, घनक्षम, लौहनागोज्झित, मारणप्रशस्य",,
BPN_0598,ताम्र,"ताम्र, आंदुम्बर, शुल्ब, उदुम्बर, रविप्रिय, म्लेच्छमुख, सूर्यपर्यायनामक ",,,आम्रादिफलवर्गः,,,,
BPN_0599,उत्तमताम्र,,,,आम्रादिफलवर्गः,"Guna: स्निग्ध, मृदु","जपाकुसुमसङ्काश, मृदु, घनक्षम, लौहनागोज्झितताम्रं मारणप्रशस्य",,
BPN_0600,अधमताम्र,,,,आम्रादिफलवर्गः,,"कृष्ण, रूक्ष, अतिस्तब्ध, श्वेत, घनासह, लौहनागयुत, शुल्ब, दुष्ट",,
BPN_0601,सम्यक्मारितताम्र,,,,आम्रादिफलवर्गः,"Rasa: कषाय, मधुर, तिक्त, अम्ल, | Guna: सार, लघु | Virya: शीत | Vipaka: कटु","पित्तापह, श्लेष्महर, रोपण, लेखन, पाण्डू-उदरा-आर्शो-ज्वर-कुष्ठ-कास-श्वास-क्षय-पीनस-अम्लपित्तापह, शोथ, कृमि, शूलापकर, अल्पबृंहण",,
BPN_0602,असम्यक्मारितताम्र,,,,आम्रादिफलवर्गः,,"दाह, स्वेद, अरुचि, मूर्च्छा, क्लेद, रेक, वमिर्भ्रम",,
BPN_0603,रङ्गम्,"रङ्ग, वङ्ग, त्रपु, पिच्चट ",,,आम्रादिफलवर्गः,,,,
BPN_0604,सम्यक् मारितरङ्ग,,,,आम्रादिफलवर्गः,"Guna: लघु, रूक्ष | Virya: उष्ण","मेह-कफ-क्रिमी-पाण्डु-सश्वास-हर, चक्षुष्य, पित्तल, अखिलमेहवर्गहर, देहसौख्य-प्रबलेन्द्रियत्व-नरपुष्टिविदधाति, सर",,
BPN_0605,अथ यशदम्।  तस्य नामगुणानाह,"रङ्गसदृश, रीतिहेतु  ",,,आम्रादिफलवर्गः,"Rasa: तुवर, तिक्त | Virya: शीतल","कफ-पित्तहृत्, चक्षुष्य, मेह-पाण्डु-श्वास-नाशन",,
BPN_0606,सीसम्,"ब्रध्न, वप्र, योगेष्ठ, नागनामक ",,,आम्रादिफलवर्गः,,नरसर्वरोगापहा,,
BPN_0607,अथ सीसस्य गुणानाह,,,,आम्रादिफलवर्गः,,"रङ्गगुण, विशेषात् -मेहनाशन, नागशततुल्यबल, व्याधिविनाश, जीवनविस्तारक, वह्निप्रदीपन, कामबलकर, मृत्युनाशक सन्ततसेवि",,
BPN_0608,अशुद्धवङ्गनाग,,,,आम्रादिफलवर्गः,,कुष्ठानि गुल्मांश्च तथाऽ अतिकष्टान् कण्डू-प्रमेहा-अनिलसाद-शोथ-भगन्दरादीन् कुरुतः प्रयुक्तौ ।,,
